idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,sampled for testing
5,refs/heads/master,a9ec93a1db91bac13026b27540a332da6d09039b,c88b619d327fd3a38631d69db169c1e6e1205212,cfeafcc667504ddf29b2dac2f945ef7d5cfba0d8,,4,2,19,7,False,False,True,4,False,False
6,refs/heads/master,1be4a5a3ea6c17346d3b9e3f2008bd5d8c1351f1,5953580c5787de2af84192eec9928f6f0f0b7ebc,549304582ce97a2c86d92a040acdc3d2fc728d7a,,20,2,312,46,False,True,True,20,False,False
7,refs/heads/master,c7e0fa36f3ff6f3175395ff86ebd919fa96f4b8e,6f9d36643c8949a30095f364b1d2b8449d6c093a,928b5b41fa47ef5cf399513e54d5aef3beb2d4f6,,9,2,92,26,False,True,True,9,False,False
8,refs/heads/master,0fdbf34519e1874a7797cfcfc0b4b24d8a0837ce,00e65b507fef526bda19b3fb1042dbb40e175714,c044cc0e649e406f08fe20b23a269454c3f9402e,,13,2,145,21,False,True,True,13,False,False
9,refs/heads/master,5ca3e57c7328d2770a21f1db2f4962e131998886,a1aa3dcc069249dcd8eca65f56fa29224c75fefd,56af354dc225b838647bc5166e9dbd2cf669690d,,5,1,47,7,False,True,True,5,False,False
10,refs/heads/master,37fbb760005c0f81b95dd2a7ee778c68060be1a6,b9feb5b34b6ddfa2d7423fc6fa3bdb97982d51b3,a0a308bf4189d986404a7e43ae3d8a6f4376385a,,8,2,65,15,False,True,True,8,False,False
11,refs/heads/master,0a9930ca4d9caf832c72f85286c73bc8896899bb,54c10f420fd5be4cebb78521aa3b28ce04119240,262970b3f51d761949749fe75ae07f12a9a6d932,,4,1,7,3,False,False,True,4,False,False
12,refs/heads/master,1e32ad0f06b689dceef4e02907ad3fa468758bde,08f2c1531e83d7af1e795fa2ea13fd16c6bb07df,3a01be0b852fba1dfc8723d607e0b92885053b0c,,10,9,2,1,False,False,True,2,False,False
13,refs/heads/master,3a01be0b852fba1dfc8723d607e0b92885053b0c,60bc6e76d8485e3718ef6a2c133309221e98c23c,a59c5f7b9d1cdd7886a91b104b61bb67863e8dec,,8,1,136,23,False,True,True,8,False,False
14,refs/heads/master,a59c5f7b9d1cdd7886a91b104b61bb67863e8dec,c310adf85e37884b8777b787bd767b49f8a17797,90af02453b721876db470691deb251e970fd7364,,10,8,12,3,False,False,True,3,False,False
15,refs/heads/master,2837c952f15ffaf216a3c8a7882f5202a0e2e5d1,6787eb957e0df551d22abac581c37dac0970e8ae,2bed2e1810d10e114fe688304d992a85b39c651f,two initial commits,Error while retrieving base sha,Error while retrieving base sha,1233,19,False,True,True,20,False,False
